Name,Term,ES,NES
TCGA-B6-A1KN-01A,TamRes,24428.692410254953,1.1172585083387994
TCGA-A7-A426-01A,TamRes,24428.341185358164,1.1172424448918623
TCGA-AO-A03N-01B,EMT,24427.36287052947,1.117197701172148
TCGA-BH-A1FE-01A,TamRes,24425.579096663543,1.1171161193790993
TCGA-A2-A1FZ-01A,Mesenchymal,24425.22709897246,1.1171000205880273
TCGA-BH-A0E0-11A,TamRes,24424.68682097216,1.1170753107025138
TCGA-BH-A0AY-01A,Epithelial,24424.355730279236,1.1170601681034957
TCGA-E2-A15H-01A,EMT,24424.178989128657,1.1170520847582661
TCGA-BH-A208-11A,EMT,24423.908431323172,1.1170397106612373
TCGA-E9-A1RF-01A,Epithelial,24422.54155380095,1.1169771958317116
TCGA-GM-A4E0-01A,TamRes,24421.416392894047,1.1169257360329072
TCGA-D8-A1JA-01A,TamRes,24421.368646380623,1.1169235523221515
TCGA-B6-A0RH-01A,Epithelial,24421.20344030239,1.1169159965392452
TCGA-D8-A1X8-01A,EMT,24420.906663196267,1.1169024232893419
TCGA-D8-A73W-01A,TamRes,24420.760836766567,1.116895753844388
TCGA-BH-A0E2-01A,TamRes,24420.63802881802,1.116890137161223
TCGA-C8-A26W-01A,EMT,24419.925018260197,1.1168575272654953
TCGA-OL-A5RZ-01A,Epithelial,24419.84017702885,1.1168536470091972
TCGA-XX-A899-01A,TamRes,24419.57645338795,1.1168415854761153
TCGA-3C-AAAU-01A,Epithelial,24419.364190138313,1.1168318775098567
TCGA-OL-A66H-01A,Epithelial,24418.880645267316,1.1168097623424866
TCGA-BH-A1EU-01A,TamRes,24418.83697057587,1.1168077648585528
TCGA-A1-A0SI-01A,TamRes,24418.12687286216,1.1167752881832125
TCGA-A7-A3IY-01A,Luminal,24418.070649500474,1.116772716779547
TCGA-AN-A0FD-01A,Epithelial,24417.793372207052,1.1167600353633644
TCGA-E9-A1RF-11A,EMT,24414.818823572754,1.116623992888625
TCGA-BH-A1ET-01A,EMT,24414.568289717026,1.1166125345969884
TCGA-BH-A0DT-11A,Epithelial,24411.907528706073,1.1164908433566954
TCGA-D8-A27V-01A,EMT,24411.701824407923,1.1164814353673749
TCGA-D8-A27N-01A,TamRes,24411.13488413604,1.1164555060694885
TCGA-BH-A1EN-11A,TamRes,24410.741227059003,1.1164375019654904
TCGA-BH-A0AZ-01A,TamRes,24410.460302036732,1.1164246537185984
TCGA-A8-A076-01A,EMT,24410.43672968599,1.116423575625306
TCGA-D8-A140-01A,Epithelial,24410.077924059442,1.1164071654698884
TCGA-AC-A4ZE-01A,Epithelial,24409.44990141694,1.116378442539124
TCGA-BH-A0DE-01A,Mesenchymal,24408.857269867905,1.1163513382377825
TCGA-BH-A0BA-11A,TamRes,24406.452615252896,1.1162413601520496
TCGA-BH-A0BQ-01A,TamRes,24406.41878232456,1.116239812786091
TCGA-A8-A09V-01A,Epithelial,24406.2677296511,1.116232904316256
TCGA-E2-A10F-01A,Mesenchymal,24406.07835655841,1.116224243242814
TCGA-AR-A24N-01A,EMT,24405.14566109985,1.1161815859478894
TCGA-AO-A0J8-01A,Epithelial,24404.775477440104,1.1161646554124127
TCGA-EW-A2FR-01A,TamRes,24403.667942656644,1.1161140017532107
TCGA-A2-A1G6-01A,TamRes,24403.099395108442,1.116087998945735
TCGA-BH-A1FH-01A,TamRes,24402.173296354667,1.1160456433544148
TCGA-AC-A3QP-01A,Epithelial,24401.772511340845,1.1160273132506504
TCGA-AN-A0XW-01A,Epithelial,24401.656317969628,1.1160219990884994
TCGA-A2-A0YK-01A,Epithelial,24401.606761908548,1.1160197326171735
TCGA-BH-A0C7-01B,EMT,24401.256337180974,1.1160037057663768
TCGA-BH-A1F8-01A,TamRes,24400.792514357738,1.1159824925967599
TCGA-BH-A1FM-01A,Epithelial,24400.19867857026,1.1159553332189687
TCGA-AR-A1AO-01A,TamRes,24399.497642475555,1.1159232709813216
TCGA-BH-A0DK-11A,TamRes,24398.731259341148,1.1158882200640157
TCGA-E2-A3DX-01A,Epithelial,24398.57255576529,1.1158809616763192
TCGA-AC-A3TM-01A,Epithelial,24398.443699220592,1.1158750683575733
TCGA-D8-A73U-01A,Mesenchymal,24398.299088398464,1.115868454509042
TCGA-E2-A107-01A,TamRes,24397.94424629802,1.11585222562748
TCGA-AN-A0FT-01A,EMT,24396.842294603983,1.115801827313675
TCGA-A8-A0A1-01A,Epithelial,24396.83330018412,1.115801415949368
TCGA-B6-A0IP-01A,Epithelial,24396.511730162147,1.1157867087830147
TCGA-AR-A24L-01A,Epithelial,24396.43396198849,1.11578315201656
TCGA-EW-A1P3-01A,TamRes,24396.344762738052,1.1157790724440715
TCGA-AC-A2FE-01A,Epithelial,24396.278046425497,1.1157760211400312
TCGA-A7-A0CE-11A,Epithelial,24395.48592833816,1.1157397932217366
TCGA-AN-A0AS-01A,Epithelial,24395.290817738376,1.1157308697405277
TCGA-C8-A3M8-01A,EMT,24394.24572314007,1.115683071814533
TCGA-BH-A202-01A,TamRes,24394.237937298098,1.1156827157251425
TCGA-BH-A0HP-01A,TamRes,24392.632704564763,1.1156092996004043
TCGA-AO-A12E-01A,EMT,24391.36248488605,1.115551205465865
TCGA-E2-A153-11A,Mesenchymal,24391.016599979528,1.1155353862460629
TCGA-E2-A1B5-01A,TamRes,24390.918631568344,1.1155309056116063
TCGA-D8-A1XJ-01A,EMT,24390.013697273524,1.115489517987439
TCGA-BH-A0B5-11A,EMT,24389.927396243427,1.1154855709665121
TCGA-E2-A159-01A,EMT,24389.777945208298,1.11547873574841
TCGA-AR-A2LN-01A,Epithelial,24389.650444144754,1.115472904423275
TCGA-A2-A25C-01A,EMT,24389.29245602287,1.1154565316568434
TCGA-V7-A7HQ-01A,Epithelial,24386.927005457357,1.1153483465879912
TCGA-AO-A0JE-01A,Mesenchymal,24386.463435783437,1.1153271449962852
TCGA-E9-A1R5-01A,Epithelial,24385.333063846156,1.115275446868391
TCGA-D8-A1XB-01A,Epithelial,24384.291838610858,1.1152278259096553
TCGA-BH-A0B2-01A,Epithelial,24381.142907814552,1.1150838079792127
TCGA-BH-A1FE-11B,Mesenchymal,24380.791339124913,1.115067728808737
TCGA-C8-A138-01A,TamRes,24379.636464194555,1.115014910024156
TCGA-EW-A1J3-01A,EMT,24379.39970916555,1.1150040819140754
TCGA-EW-A1IX-01A,Epithelial,24378.925722208973,1.1149824038827183
TCGA-BH-A0HI-01A,Luminal,24378.63269164902,1.1149690019829848
TCGA-E9-A22H-01A,TamRes,24377.943922284343,1.1149375007703923
TCGA-C8-A130-01A,EMT,24377.916430583835,1.1149362434236711
TCGA-AN-A046-01A,EMT,24377.47412994416,1.1149160145819215
TCGA-AO-A03R-01A,Epithelial,24377.471358893552,1.114915887846531
TCGA-D8-A145-01A,Mesenchymal,24377.408337662553,1.1149130055389005
TCGA-GM-A2DF-01A,EMT,24377.234623653323,1.1149050606414999
TCGA-GM-A2DA-01A,Mesenchymal,24377.060242958596,1.1148970852529034
TCGA-BH-A18J-01A,TamRes,24376.991460163943,1.1148939394372674
TCGA-BH-A0BM-11A,Epithelial,24376.40732629879,1.1148672237817632
TCGA-V7-A7HQ-01A,TamRes,24376.2145615862,1.1148584075908827
TCGA-BH-A18K-01A,TamRes,24376.1670057773,1.114856232602094
TCGA-A2-A0CK-01A,TamRes,24375.27735117821,1.11481554380248
TCGA-A2-A259-01A,TamRes,24375.17394483705,1.1148108144615665
TCGA-A2-A3XZ-01A,TamRes,24374.36334785567,1.114773741401778
TCGA-AR-A1AK-01A,Epithelial,24374.32661341324,1.114772061333616
TCGA-A2-A0CM-01A,EMT,24374.144717143863,1.114763742216441
TCGA-E9-A2JT-01A,Mesenchymal,24373.9767870804,1.114756061850703
TCGA-A8-A090-01A,EMT,24373.956176380096,1.11475511920998
TCGA-AC-A3EH-01A,EMT,24373.835868672988,1.114749616876612
TCGA-A8-A09B-01A,EMT,24373.363520571147,1.1147280137990991
TCGA-B6-A0I5-01A,TamRes,24373.300502311864,1.1147251316273814
TCGA-BH-A0C0-11A,Epithelial,24372.647037985404,1.1146952451084318
TCGA-AR-A256-01A,EMT,24372.57643041053,1.1146920158355562
TCGA-BH-A0HA-01A,Mesenchymal,24371.809393730553,1.1146569350280158
TCGA-AO-A0J8-01A,EMT,24371.782565494515,1.1146557080251753
TCGA-E2-A1LH-01A,EMT,24371.195611243085,1.1146288633778891
TCGA-5L-AAT1-01A,TamRes,24370.891428594485,1.1146149514317836
TCGA-E9-A1N4-01A,Mesenchymal,24370.8562273898,1.1146133414870196
TCGA-AC-A3W5-01A,TamRes,24370.48318814661,1.114596280350001
TCGA-E2-A1L6-01A,TamRes,24370.11268268125,1.1145793350965831
TCGA-A7-A26F-01A,OXPHOS,24369.914012888057,1.1145702488338776
TCGA-C8-A12K-01A,EMT,24369.789785811747,1.114564567246192
TCGA-BH-A18Q-11A,EMT,24369.720659783117,1.1145614057325777
TCGA-E9-A1NE-01A,TamRes,24369.645639986542,1.1145579746645282
TCGA-E2-A1L9-01A,Mesenchymal,24368.81543974727,1.1145200050399011
TCGA-LL-A5YO-01A,TamRes,24367.86571774653,1.114476569027524
TCGA-BH-A0B6-01A,EMT,24367.70995821837,1.1144694452873267
TCGA-A2-A0YI-01A,EMT,24365.898885640236,1.1143866149739738
TCGA-BH-A18Q-01A,TamRes,24365.411780776365,1.114364336988543
TCGA-E9-A243-01A,EMT,24365.141491635466,1.1143519751790236
TCGA-E2-A1L7-11A,Epithelial,24364.771863738657,1.114335070061644
TCGA-BH-A0BA-11A,Epithelial,24364.65348688217,1.1143296560366982
TCGA-A7-A56D-01A,TamRes,24364.334671751916,1.1143150748667001
TCGA-AR-A2LN-01A,TamRes,24363.97914250896,1.1142988145583306
TCGA-E9-A1N9-11A,Mesenchymal,24363.86991037061,1.1142938187716587
TCGA-AC-A3YJ-01A,Epithelial,24363.86266162475,1.1142934872466286
TCGA-D8-A146-01A,Mesenchymal,24363.751430335982,1.1142884000278088
TCGA-D8-A146-01A,TamRes,24362.711194744054,1.1142408243309094
TCGA-AC-A62Y-01A,EMT,24362.52288534594,1.1142322119060728
TCGA-BH-A0H5-01A,Mesenchymal,24362.294040106764,1.1142217455541998
TCGA-E9-A1NG-11A,TamRes,24359.36075478771,1.1140875902778937
TCGA-A7-A0D9-01A,EMT,24358.52651005106,1.1140494356761488
TCGA-Z7-A8R5-01A,TamRes,24358.350066792187,1.114041365955146
TCGA-A8-A06O-01A,Epithelial,24357.999369473207,1.1140253266372446
TCGA-AQ-A04L-01B,EMT,24357.874454017237,1.1140196135661697
TCGA-AQ-A1H3-01A,TamRes,24357.195799976766,1.113988574983007
TCGA-C8-A3M7-01A,Mesenchymal,24356.79305803298,1.1139701553780685
TCGA-AC-A2FF-01A,TamRes,24356.25465683264,1.113945531328943
TCGA-E2-A1LA-01A,EMT,24355.907404227957,1.113929649556779
TCGA-BH-A1EY-01A,TamRes,24355.824843732877,1.1139258736110988
TCGA-E2-A9RU-01A,TamRes,24355.576544150405,1.1139145175050709
TCGA-AR-A1AX-01A,TamRes,24355.44562878288,1.1139085300250298
TCGA-A2-A0YM-01A,EMT,24354.893638649133,1.1138832844792146
TCGA-E2-A10B-01A,TamRes,24354.455360267424,1.1138632395974517
TCGA-A7-A0DB-01A,EMT,24354.203938122802,1.1138517406794766
TCGA-BH-A18V-11A,EMT,24352.408204987696,1.1137696119232496
TCGA-BH-A202-01A,EMT,24350.763226590618,1.1136943780106314
TCGA-EW-A1PG-01A,Epithelial,24350.696746283516,1.1136913375004192
TCGA-A7-A2KD-01A,Epithelial,24350.628124051538,1.1136881990281977
TCGA-BH-A0EA-01A,Mesenchymal,24350.626912406988,1.113688143613026
TCGA-C8-A12V-01A,EMT,24350.177324901633,1.113667581502817
TCGA-AC-A2FE-01A,Mesenchymal,24349.990313254697,1.1136590284312817
TCGA-BH-A204-11A,TamRes,24349.319294327946,1.113628339043877
TCGA-BH-A0DQ-11A,Mesenchymal,24348.874402611185,1.1136079916979162
TCGA-E2-A1LS-11A,EMT,24348.728250708027,1.1136013073672706
TCGA-C8-A137-01A,EMT,24348.66426207234,1.113598380814901
TCGA-AR-A2LH-01A,Mesenchymal,24348.613786860275,1.1135960723057432
TCGA-BH-A0BP-01A,TamRes,24348.509540920215,1.1135913045653527
TCGA-AC-A3YI-01A,TamRes,24347.60036712084,1.1135497230453166
TCGA-AC-A8OS-01A,Mesenchymal,24346.714135405033,1.1135091907929875
TCGA-AC-A2FB-01A,Epithelial,24345.71441745496,1.1134634681907747
TCGA-D8-A1JL-01A,Mesenchymal,24345.463256228893,1.1134519812060406
TCGA-E9-A1RI-01A,Epithelial,24345.37763771508,1.1134480654003387
TCGA-A7-A425-01A,EMT,24344.982270458746,1.1134299830804324
TCGA-C8-A26W-01A,TamRes,24344.980237128464,1.1134298900850512
TCGA-JL-A3YW-01A,Epithelial,24343.942366931296,1.1133824225706686
TCGA-A2-A259-01A,Epithelial,24343.358975976043,1.1133557408925214
TCGA-BH-A0BT-01A,Epithelial,24342.948833058847,1.1133369828003494
TCGA-AR-A1AP-01A,TamRes,24342.947235367625,1.1133369097291395
TCGA-AR-A2LO-01A,TamRes,24342.29800237613,1.1133072167324183
TCGA-BH-A18M-01A,Epithelial,24341.84572721916,1.1132865317011138
TCGA-BH-A1F6-01A,EMT,24341.51525538569,1.1132714174059435
TCGA-E2-A15A-06A,Epithelial,24341.459947508756,1.1132688878724326
TCGA-AC-A23H-01A,EMT,24340.84344931906,1.1132406920183016
TCGA-GM-A3XN-01A,Mesenchymal,24340.49707296419,1.1132248503218622
TCGA-BH-A0E1-11A,Epithelial,24339.60829670068,1.1131842016933668
TCGA-A2-A0SW-01A,EMT,24339.38677784593,1.1131740704173627
TCGA-EW-A1P6-01A,EMT,24338.856730523734,1.1131498284370471
TCGA-BH-A1FL-01A,Epithelial,24338.70678503679,1.113142970604943
TCGA-BH-A0HB-01A,EMT,24338.385794272264,1.1131282899312196
TCGA-C8-A3M7-01A,EMT,24338.355036681885,1.113126883217386
TCGA-A2-A0CP-01A,Mesenchymal,24337.937494918024,1.1131077867352484
TCGA-BH-A0BG-01A,EMT,24336.566058290337,1.113045063392746
TCGA-A7-A0CJ-01A,Epithelial,24336.17506924536,1.1130271813125334
TCGA-E2-A1IL-01A,EMT,24335.9807852207,1.113018295635153
TCGA-OL-A6VQ-01A,Mesenchymal,24335.631514742585,1.1130023215745346
TCGA-A8-A079-01A,Epithelial,24335.466347870457,1.1129947675847394
TCGA-A8-A08J-01A,TamRes,24335.18681512543,1.112981983014346
TCGA-AR-A1AQ-01A,EMT,24334.280644353083,1.1129405388392581
TCGA-A2-A25D-01A,TamRes,24334.16494152539,1.1129352471123615
TCGA-D8-A142-01A,Mesenchymal,24334.018588873667,1.1129285536003795
TCGA-A2-A0EO-01A,TamRes,24334.006989724207,1.1129280231074572
TCGA-BH-A1EW-11B,EMT,24333.598314956034,1.1129093321618175
TCGA-D8-A1XF-01A,Epithelial,24333.55592582271,1.1129073934735296
TCGA-A2-A0T7-01A,TamRes,24333.50473638029,1.112905052298688
TCGA-BH-A0W5-01A,Mesenchymal,24333.413358478458,1.1129008730844845
TCGA-AO-A1KP-01A,Epithelial,24332.903679687297,1.112877562669159
TCGA-E2-A15I-01A,Epithelial,24332.620589183065,1.1128646153828625
TCGA-AO-A03U-01B,Mesenchymal,24332.500581782602,1.1128591267841696
TCGA-BH-A1FH-01A,Epithelial,24332.055305622976,1.1128387618555216
TCGA-BH-A0H9-11A,EMT,24331.902462373513,1.112831771492794
TCGA-E9-A3QA-01A,EMT,24331.83598826731,1.112828731266183
TCGA-B6-A0WW-01A,EMT,24330.707756182805,1.1127771310055294
TCGA-D8-A27W-01A,EMT,24329.812821453725,1.11273620071652
TCGA-C8-A1HM-01A,Epithelial,24329.541155024886,1.1127237759160455
TCGA-A7-A56D-01A,EMT,24329.3753392149,1.1127161922467517
TCGA-C8-A1HI-01A,EMT,24328.798615482858,1.1126898154974043
TCGA-BH-A0BC-01A,Epithelial,24328.19745980355,1.1126623213406863
TCGA-AC-A7VC-01A,Mesenchymal,24327.32703370591,1.1126225119662372
TCGA-E2-A1IO-01A,Epithelial,24327.011997278918,1.1126081036171294
TCGA-A8-A09D-01A,TamRes,24325.581311913375,1.1125426705038637
TCGA-AR-A24O-01A,Epithelial,24324.77037870985,1.1125055820667866
TCGA-BH-A18P-01A,EMT,24324.694882460964,1.1125021292079518
TCGA-AR-A254-01A,Mesenchymal,24324.529954127735,1.1124945861278526
TCGA-BH-A0EA-01A,Epithelial,24323.600851088086,1.11245209313401
TCGA-AN-A0FS-01A,Epithelial,24322.036236097418,1.1123805346821192
TCGA-A2-A3KD-01A,EMT,24321.42574138905,1.1123526134002197
TCGA-A2-A1G4-01A,Epithelial,24321.191832666544,1.1123419154673952
TCGA-AR-A24L-01A,TamRes,24320.953954873843,1.1123310360071532
TCGA-BH-A0BS-01A,Luminal,24319.646370522216,1.1122712329805446
TCGA-AR-A1AX-01A,EMT,24319.55441723216,1.1122670274506719
TCGA-A1-A0SF-01A,EMT,24317.809009067,1.112187200332204
TCGA-AN-A0XL-01A,Epithelial,24316.81049039853,1.112141532579737
TCGA-B6-A0IK-01A,EMT,24316.554836503197,1.112129840120519
TCGA-D8-A1XT-01A,Mesenchymal,24316.159118189582,1.1121117417448318
TCGA-E2-A15E-01A,TamRes,24315.73886006014,1.112092521028351
TCGA-GM-A2D9-01A,TamRes,24315.00464702538,1.1120589414266988
TCGA-AC-A7VB-01A,Epithelial,24314.276875242776,1.1120256564189468
TCGA-OL-A66J-01A,Epithelial,24313.615482081143,1.111995407270741
TCGA-E2-A108-01A,TamRes,24313.188910288158,1.111975897795689
TCGA-AR-A1AW-01A,Mesenchymal,24312.892203007348,1.1119623277392816
TCGA-AN-A0XO-01A,TamRes,24312.807984103933,1.1119584759454637
TCGA-BH-A203-01A,Epithelial,24312.711426282684,1.1119540598250457
TCGA-HN-A2OB-01A,Epithelial,24312.529320009136,1.1119457311032244
TCGA-AN-A0G0-01A,Ferroptosis,24312.444042929765,1.111941830913198
TCGA-BH-A0BO-01A,Epithelial,24312.38922022399,1.1119393235692336
TCGA-GM-A2DD-01A,Mesenchymal,24311.964695047114,1.1119199076971966
TCGA-A2-A3KC-01A,Mesenchymal,24311.922561202977,1.1119179806846877
TCGA-E9-A1N5-11A,Mesenchymal,24311.899080743846,1.1119169067941042
TCGA-GM-A3XG-01A,TamRes,24311.532814469163,1.1119001554221997
TCGA-D8-A27G-01A,Mesenchymal,24311.23228388529,1.1118864105051074
TCGA-GM-A4E0-01A,Luminal,24311.12206568948,1.1118813696206027
TCGA-E9-A22G-01A,Basal,24311.040347109243,1.1118776321803205
TCGA-E2-A15S-01A,Epithelial,24310.47107406291,1.1118515961918236
TCGA-D8-A1XZ-01A,EMT,24310.401902976435,1.1118484326174662
TCGA-BH-A28O-01A,TamRes,24310.392655254345,1.111848009668255
TCGA-D8-A1Y0-01A,Mesenchymal,24309.967998667445,1.1118285877861145
TCGA-A8-A0AD-01A,Epithelial,24309.375089485464,1.1118014707870907
TCGA-A2-A1G1-01A,Mesenchymal,24309.288453230427,1.1117975084344833
TCGA-AC-A3OD-01A,OXPHOS,24308.77838785532,1.1117741803385468
TCGA-A7-A26F-01A,EMT,24307.234739094092,1.1117035807876825
TCGA-BH-A1F0-11B,TamRes,24305.845896616964,1.1116400613799198
TCGA-GM-A3XN-01A,TamRes,24305.102413289347,1.111606057796771
TCGA-PE-A5DE-01A,EMT,24304.8652362988,1.1115952103880673
TCGA-D8-A1XV-01A,Epithelial,24304.25742541283,1.1115674118521324
TCGA-BH-A1FJ-01A,TamRes,24303.940061762794,1.1115528970663107
TCGA-C8-A8HR-01A,Epithelial,24303.919569517417,1.1115519598431831
TCGA-BH-A0C1-01B,TamRes,24302.69586246137,1.1114959929867865
TCGA-GM-A5PX-01A,TamRes,24302.33253384223,1.1114793759700325
TCGA-E2-A10A-01A,EMT,24302.149501407235,1.1114710048897527
TCGA-AC-A2QJ-01A,Mesenchymal,24301.351266744656,1.1114344972268193
TCGA-A8-A07W-01A,EMT,24300.309233779786,1.1113868393261663
TCGA-BH-A0BA-01A,EMT,24298.33035311181,1.1112963342256004
TCGA-GI-A2C8-11A,Mesenchymal,24298.24592329889,1.1112924727857305
TCGA-BH-A0E9-01B,EMT,24297.946148410418,1.1112787624307467
TCGA-E2-A10E-01A,EMT,24297.551985598973,1.1112607351967319
TCGA-BH-A0BA-01A,TamRes,24297.49108585289,1.1112579499162787
TCGA-A7-A0DB-11A,Ferroptosis,24296.1041192654,1.1111945163032704
TCGA-AC-A2FG-01A,EMT,24295.620837858336,1.1111724131855554
TCGA-E2-A9RU-01A,EMT,24295.546490765635,1.1111690128839553
TCGA-E9-A1ND-01A,EMT,24292.482716167495,1.1110288896149765
TCGA-A8-A06N-01A,Epithelial,24291.621627520675,1.1109895072935267
TCGA-D8-A1XG-01A,EMT,24291.30869745457,1.1109751952798914
TCGA-AR-A1AV-01A,EMT,24290.253806278346,1.1109269493024885
TCGA-OL-A5RX-01A,TamRes,24289.674240045802,1.1109004425499542
TCGA-OL-A5D8-01A,Epithelial,24289.673287613095,1.1109003989899664
TCGA-A2-A0YT-01A,TamRes,24289.004958306883,1.110869832613707
TCGA-D8-A143-01A,Epithelial,24288.9231410033,1.1108660906582628
TCGA-LL-A6FQ-01A,Epithelial,24287.692794530092,1.1108098201447898
TCGA-BH-A0BJ-11A,Epithelial,24287.34606101349,1.1107939621133798
TCGA-A2-A0YC-01A,Luminal,24287.274867260152,1.1107907060313382
TCGA-AC-A2B8-01A,Luminal,24286.94360326511,1.1107755555062608
TCGA-BH-A1FU-11A,TamRes,24286.78172842415,1.1107681520791632
TCGA-D8-A27H-01A,Mesenchymal,24286.53200768421,1.1107567309757853
TCGA-BH-A0E9-01B,TamRes,24286.47116496112,1.1107539483033073
TCGA-B6-A0RS-01A,TamRes,24285.73435184943,1.1107202497858317
TCGA-A2-A0CP-01A,TamRes,24285.680288682994,1.11071777717978
TCGA-AC-A2FM-11B,EMT,24284.81829486545,1.1106783534598932
TCGA-E2-A158-11A,TamRes,24284.63213388754,1.1106698392941328
TCGA-D8-A1J9-01A,TamRes,24284.604554285565,1.1106685779271939
TCGA-E9-A22D-01A,Epithelial,24284.36382949321,1.110657568257994
TCGA-C8-A1HK-01A,TamRes,24282.94068190311,1.1105924798886715
TCGA-D8-A73U-01A,Luminal,24281.913063748794,1.1105454812566142
TCGA-A8-A06P-01A,Mesenchymal,24281.5528164406,1.1105290051651628
TCGA-XX-A89A-01A,Epithelial,24281.33280924853,1.1105189430258102
TCGA-B6-A401-01A,TamRes,24280.17374313717,1.1104659325554627
TCGA-BH-A0BA-11A,Ferroptosis,24279.38575659941,1.1104298935956616
TCGA-GM-A2DA-01A,TamRes,24279.133918548752,1.110418375656015
TCGA-AC-A8OQ-01A,Mesenchymal,24278.13668428348,1.110372766646373
TCGA-EW-A1IY-01A,TamRes,24277.918924803333,1.1103628073072533
TCGA-BH-A0H7-01A,TamRes,24277.434439800072,1.1103406491424623
TCGA-E2-A1IJ-01A,TamRes,24277.176741318915,1.1103288631730857
TCGA-B6-A0RT-01A,Mesenchymal,24277.00150933865,1.1103208488505178
TCGA-E9-A3X8-01A,TamRes,24276.88103767755,1.1103153390186318
TCGA-BH-A0GZ-01A,TamRes,24276.29995579049,1.1102887629468776
TCGA-E2-A14V-01A,EMT,24276.274277132725,1.1102875885205763
TCGA-D8-A1Y0-01A,Epithelial,24275.946253412745,1.1102725861911051
TCGA-B6-A1KI-01A,EMT,24275.198651490922,1.1102383942419833
TCGA-AR-A24H-01A,Epithelial,24274.22570631406,1.1101938961059905
TCGA-AR-A250-01A,Mesenchymal,24274.16263477151,1.110191011497336
TCGA-AN-A0XR-01A,TamRes,24273.369480582853,1.1101547361924273
TCGA-AN-A0FF-01A,EMT,24272.701619124487,1.1101241912134239
TCGA-A2-A0YD-01A,Luminal,24272.691937724812,1.1101237484297506
TCGA-AC-A2FB-01A,Mesenchymal,24272.056894426463,1.1100947044057674
TCGA-BH-A0H0-01A,Epithelial,24271.985555849944,1.1100914417001648
TCGA-BH-A42T-01A,TamRes,24271.577480142634,1.1100727781528745
TCGA-EW-A1P1-01A,TamRes,24270.69182259304,1.110032272160325
TCGA-C8-A12X-01A,Epithelial,24270.523701866354,1.110024583074509
TCGA-E9-A5UO-01A,Epithelial,24270.477614327665,1.1100224752377954
TCGA-A2-A04Q-01A,Mesenchymal,24270.159188993686,1.1100079118953257
TCGA-AN-A0AM-01A,Epithelial,24269.82313717736,1.109992542396839
TCGA-AO-A0J8-01A,TamRes,24269.50316501009,1.1099779083091723
TCGA-B6-A0RQ-01A,TamRes,24268.845684739958,1.109947838119023
TCGA-B6-A0IK-01A,TamRes,24268.711117472852,1.1099416836175218
TCGA-D8-A1JP-01A,Mesenchymal,24267.711622950446,1.1098959712338852
TCGA-B6-A0RU-01A,TamRes,24267.341487749167,1.109879042914681
TCGA-E2-A56Z-01A,TamRes,24267.20727240373,1.1098729045084936
TCGA-AR-A1AX-01A,Mesenchymal,24267.16185394211,1.1098708272723554
TCGA-3C-AALJ-01A,EMT,24266.675139128398,1.1098485671260643
TCGA-EW-A424-01A,Epithelial,24266.50652639106,1.109840855537894
TCGA-A2-A4RY-01A,Mesenchymal,24265.1206133842,1.1097774701109244
TCGA-BH-A0DP-11A,EMT,24264.7266680691,1.109759452824214
TCGA-EW-A1P8-01A,EMT,24264.39064477387,1.109744084630154
TCGA-AC-A2QH-01A,Mesenchymal,24261.833527550218,1.1096271335904928
TCGA-AO-A0J8-01A,Luminal,24261.741788183863,1.1096229378445277
TCGA-AC-A23C-01A,EMT,24261.280451645278,1.109601838386387
TCGA-BH-A0B3-11B,EMT,24261.191966049988,1.1095977914532749
TCGA-A2-A4RY-01A,Epithelial,24261.180087347588,1.1095972481748586
TCGA-E9-A1N4-11A,Epithelial,24260.81420916732,1.109580514552647
TCGA-PL-A8LY-01A,Epithelial,24260.72901073584,1.1095766179596214
TCGA-BH-A201-01A,Mesenchymal,24260.30251358742,1.109557111898476
TCGA-E2-A1BC-01A,Mesenchymal,24259.82906577565,1.1095354585251775
TCGA-A2-A0T3-01A,TamRes,24259.347197149502,1.109513420021707
TCGA-D8-A27R-01A,EMT,24259.18601235644,1.1095060481542962
TCGA-AC-A8OP-01A,EMT,24258.472310027504,1.1094734066200695
TCGA-AC-A2FK-01A,EMT,24258.44861439244,1.1094723228883068
TCGA-BH-A0AU-01A,Epithelial,24258.12311561956,1.1094574360385587
TCGA-E9-A1RI-11A,EMT,24257.084999369352,1.1094099572708167
TCGA-A8-A094-01A,EMT,24256.836509435205,1.1093985924589593
TCGA-AC-A6IX-01A,Mesenchymal,24256.236408645582,1.1093711465481506
TCGA-E2-A15I-01A,EMT,24256.025958861563,1.109361521521652
TCGA-BH-A0DV-11A,Epithelial,24255.294935943522,1.1093280878215892
TCGA-A7-A13H-01A,TamRes,24255.134549274422,1.1093207524567785
TCGA-AN-A04A-01A,TamRes,24254.502470906704,1.1092918440353858
TCGA-A8-A07U-01A,EMT,24254.28068562002,1.1092817005739835
TCGA-LD-A7W6-01A,TamRes,24253.75901550379,1.1092578417293872
TCGA-LD-A66U-01A,Epithelial,24253.64829674749,1.1092527779514973
TCGA-D8-A1JD-01A,Epithelial,24253.15117917393,1.1092300420297632
TCGA-LD-A7W5-01A,EMT,24252.980358924833,1.1092222294799348
TCGA-E9-A1N3-01A,Epithelial,24252.53999459193,1.1092020891961472
TCGA-A7-A0CE-01A,TamRes,24252.462587437367,1.1091985489410818
TCGA-BH-A0DO-01B,Luminal,24251.064311930553,1.109134598108972
